    z_comp(1)    z_comp(2)    z_comp(3) loop_x       Tflash       Pflash      cond(1)   stabvar(1)  phasfrac(1)      x(01;1)      x(02;1)      x(03;1)      cond(2)   stabvar(2)  phasfrac(2)      x(01;2)      x(02;2)      x(03;2)      cond(3)   stabvar(3)  phasfrac(3)      x(01;3)      x(02;3)      x(03;3)      cond(4)   stabvar(4)  phasfrac(4)      x(01;4)      x(02;4)      x(03;4)      cond(5)   stabvar(5)  phasfrac(5)      x(01;5)      x(02;5)      x(03;5)      cond(6)   stabvar(6)  phasfrac(6)      x(01;6)      x(02;6)      x(03;6)      conv_FE       conv_x  phfr<0   swref  stvr<0   toosm  collps         x_rf        NR_rf       MI_aux  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.72214E+02  5.99580E+05           S1  0.00000E+00  0.00000E+00  8.86024E-01  1.13976E-01  0.00000E+00            L  6.19264E-03  0.00000E+00  1.00000E+00  1.53510E-09  3.83145E-10            V  0.00000E+00  4.36115E-03  1.02781E-03  7.89887E-01  2.09085E-01            L  6.49624E-01  0.00000E+00  3.25748E-03  4.94998E-01  5.01745E-01           S2  0.00000E+00  1.01705E-01  9.44513E-01  1.52911E-02  4.01963E-02          ICE  0.00000E+00  8.93934E-01  1.00000E+00  1.52562E-09  3.80779E-10  3.62947E-15  2.15365E-09       0       0       0       0       0  1.50084E-07  5.27489E-11  2.30021E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.72444E+02  6.05576E+05           S1  0.00000E+00  0.00000E+00  8.86028E-01  1.13972E-01  0.00000E+00            L  3.99201E-03  0.00000E+00  1.00000E+00  1.53110E-09  3.81763E-10            V  0.00000E+00  4.34688E-03  1.03795E-03  7.89965E-01  2.08997E-01            L  6.46144E-01  0.00000E+00  3.27986E-03  4.95829E-01  5.00891E-01           S2  0.00000E+00  1.01963E-01  9.44513E-01  1.53597E-02  4.01274E-02          ICE  0.00000E+00  8.93690E-01  1.00000E+00  1.52500E-09  3.80242E-10  1.33357E-14  2.21802E-09       0       0       0       0       0  1.54232E-07  5.34999E-11  2.29417E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.72675E+02  6.11632E+05           S1  0.00000E+00  0.00000E+00  8.86033E-01  1.13967E-01  0.00000E+00            L  1.78930E-03  0.00000E+00  1.00000E+00  1.52710E-09  3.80381E-10            V  0.00000E+00  4.33249E-03  1.04819E-03  7.90043E-01  2.08909E-01            L  6.42664E-01  0.00000E+00  3.30237E-03  4.96664E-01  5.00034E-01           S2  0.00000E+00  1.02224E-01  9.44513E-01  1.54284E-02  4.00583E-02          ICE  0.00000E+00  8.93444E-01  1.00000E+00  1.52437E-09  3.79701E-10  6.35467E-15  2.28468E-09       0       0       0       0       0  1.58505E-07  5.32575E-11  2.28815E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.72874E+02  6.17748E+05           S1  0.00000E+00  0.00000E+00  8.86035E-01  1.13965E-01  0.00000E+00            L  0.00000E+00  8.93326E-01  1.00000E+00  1.52317E-09  3.79647E-10            V  0.00000E+00  4.32560E-03  1.05570E-03  7.89845E-01  2.09100E-01            L  6.38004E-01  0.00000E+00  3.31665E-03  4.96999E-01  4.99684E-01           S2  0.00000E+00  1.02348E-01  9.44513E-01  1.54711E-02  4.00154E-02          ICE  1.17339E-04  0.00000E+00  1.00000E+00  1.52335E-09  3.79691E-10  9.80283E-15  1.61475E-09       0       0       0       0       0  1.11169E-07  9.16468E-10  2.37891E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.72939E+02  6.23926E+05           S1  0.00000E+00  0.00000E+00  8.86030E-01  1.13970E-01  0.00000E+00            L  0.00000E+00  8.93768E-01  1.00000E+00  1.51954E-09  3.81701E-10            V  0.00000E+00  4.35153E-03  1.05110E-03  7.88452E-01  2.10497E-01            L  6.28268E-01  0.00000E+00  3.29509E-03  4.95179E-01  5.01525E-01           S2  0.00000E+00  1.01880E-01  9.44513E-01  1.54007E-02  4.00865E-02          ICE  7.39559E-04  0.00000E+00  1.00000E+00  1.52066E-09  3.81983E-10  1.46693E-14  6.11354E-09       0       0       0       0       0  4.22780E-07  1.09742E-09  2.37639E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73003E+02  6.30165E+05           S1  0.00000E+00  0.00000E+00  8.86024E-01  1.13976E-01  0.00000E+00            L  0.00000E+00  8.94210E-01  1.00000E+00  1.51588E-09  3.83751E-10            V  0.00000E+00  4.37742E-03  1.04651E-03  7.87054E-01  2.11899E-01            L  6.18543E-01  0.00000E+00  3.27368E-03  4.93365E-01  5.03361E-01           S2  0.00000E+00  1.01412E-01  9.44512E-01  1.53308E-02  4.01571E-02          ICE  1.36064E-03  0.00000E+00  1.00000E+00  1.51795E-09  3.84273E-10  1.09205E-14  6.01835E-09       0       0       0       0       0  4.15514E-07  1.07619E-09  2.37389E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73068E+02  6.36466E+05           S1  0.00000E+00  0.00000E+00  8.86019E-01  1.13981E-01  0.00000E+00            L  0.00000E+00  8.94651E-01  1.00000E+00  1.51222E-09  3.85797E-10            V  0.00000E+00  4.40328E-03  1.04194E-03  7.85653E-01  2.13306E-01            L  6.08830E-01  0.00000E+00  3.25241E-03  4.91557E-01  5.05191E-01           S2  0.00000E+00  1.00945E-01  9.44512E-01  1.52612E-02  4.02272E-02          ICE  1.98059E-03  0.00000E+00  1.00000E+00  1.51522E-09  3.86562E-10  1.40389E-14  5.92420E-09       0       0       0       0       0  4.08350E-07  1.05531E-09  2.37141E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73132E+02  6.42831E+05           S1  0.00000E+00  0.00000E+00  8.86013E-01  1.13987E-01  0.00000E+00            L  0.00000E+00  8.95092E-01  1.00000E+00  1.50854E-09  3.87840E-10            V  0.00000E+00  4.42911E-03  1.03739E-03  7.84247E-01  2.14716E-01            L  5.99128E-01  0.00000E+00  3.23129E-03  4.89754E-01  5.07014E-01           S2  0.00000E+00  1.00479E-01  9.44511E-01  1.51921E-02  4.02970E-02          ICE  2.59938E-03  0.00000E+00  1.00000E+00  1.51247E-09  3.88850E-10  1.99035E-14  5.83110E-09       0       0       0       0       0  4.01288E-07  1.03526E-09  2.36895E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73389E+02  6.49259E+05           S1  0.00000E+00  0.00000E+00  8.86020E-01  1.13980E-01  0.00000E+00            L  0.00000E+00  8.94743E-01  1.00000E+00  1.50835E-09  3.86869E-10            V  0.00000E+00  4.40867E-03  1.04729E-03  7.84556E-01  2.14397E-01            L  5.96676E-01  0.00000E+00  3.25202E-03  4.91007E-01  5.05741E-01           S2  0.00000E+00  1.00849E-01  9.44511E-01  1.52818E-02  4.02068E-02          ICE  5.05684E-03  0.00000E+00  1.00000E+00  1.51599E-09  3.88831E-10  9.27268E-15  4.96596E-09       0       0       0       0       0  3.38663E-07  2.87555E-09  2.36402E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73453E+02  6.55752E+05           S1  0.00000E+00  0.00000E+00  8.86014E-01  1.13986E-01  0.00000E+00            L  0.00000E+00  8.95188E-01  1.00000E+00  1.50464E-09  3.88916E-10            V  0.00000E+00  4.43479E-03  1.04265E-03  7.83138E-01  2.15819E-01            L  5.86967E-01  0.00000E+00  3.23078E-03  4.89195E-01  5.07574E-01           S2  0.00000E+00  1.00377E-01  9.44511E-01  1.52121E-02  4.02771E-02          ICE  5.66753E-03  0.00000E+00  1.00000E+00  1.51319E-09  3.91127E-10  5.29455E-15  5.95951E-09       0       0       0       0       0  4.08157E-07  1.02702E-09  2.36158E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73516E+02  6.62310E+05           S1  0.00000E+00  0.00000E+00  8.86009E-01  1.13991E-01  0.00000E+00            L  0.00000E+00  8.95634E-01  1.00000E+00  1.50091E-09  3.90959E-10            V  0.00000E+00  4.46089E-03  1.03804E-03  7.81716E-01  2.17246E-01            L  5.77269E-01  0.00000E+00  3.20970E-03  4.87389E-01  5.09401E-01           S2  0.00000E+00  9.99056E-02  9.44510E-01  1.51428E-02  4.03470E-02          ICE  6.27705E-03  0.00000E+00  1.00000E+00  1.51036E-09  3.93421E-10  1.67344E-14  5.86389E-09       0       0       0       0       0  4.00987E-07  1.00685E-09  2.35915E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73580E+02  6.68933E+05           S1  0.00000E+00  0.00000E+00  8.86003E-01  1.13997E-01  0.00000E+00            L  0.00000E+00  8.96078E-01  1.00000E+00  1.49717E-09  3.92997E-10            V  0.00000E+00  4.48695E-03  1.03345E-03  7.80290E-01  2.18676E-01            L  5.67585E-01  0.00000E+00  3.18877E-03  4.85589E-01  5.11222E-01           S2  0.00000E+00  9.94349E-02  9.44510E-01  1.50739E-02  4.04165E-02          ICE  6.88537E-03  0.00000E+00  1.00000E+00  1.50751E-09  3.95712E-10  1.68311E-15  5.76933E-09       0       0       0       0       0  3.93923E-07  9.86327E-10  2.35674E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73643E+02  6.75622E+05           S1  0.00000E+00  0.00000E+00  8.85998E-01  1.14002E-01  0.00000E+00            L  0.00000E+00  8.96522E-01  1.00000E+00  1.49342E-09  3.95031E-10            V  0.00000E+00  4.51299E-03  1.02887E-03  7.78860E-01  2.20111E-01            L  5.57912E-01  0.00000E+00  3.16798E-03  4.83795E-01  5.13037E-01           S2  0.00000E+00  9.89646E-02  9.44509E-01  1.50054E-02  4.04856E-02          ICE  7.49250E-03  0.00000E+00  1.00000E+00  1.50465E-09  3.98002E-10  4.25834E-15  5.67617E-09       0       0       0       0       0  3.86961E-07  9.66548E-10  2.35434E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73706E+02  6.82378E+05           S1  0.00000E+00  0.00000E+00  8.85992E-01  1.14008E-01  0.00000E+00            L  0.00000E+00  8.96966E-01  1.00000E+00  1.48965E-09  3.97059E-10            V  0.00000E+00  4.53901E-03  1.02431E-03  7.77426E-01  2.21550E-01            L  5.48253E-01  0.00000E+00  3.14734E-03  4.82007E-01  5.14846E-01           S2  0.00000E+00  9.84948E-02  9.44508E-01  1.49374E-02  4.05542E-02          ICE  8.09843E-03  0.00000E+00  1.00000E+00  1.50176E-09  4.00288E-10  8.82330E-15  5.58415E-09       0       0       0       0       0  3.80103E-07  9.47213E-10  2.35197E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73769E+02  6.89202E+05           S1  0.00000E+00  0.00000E+00  8.85987E-01  1.14013E-01  0.00000E+00            L  0.00000E+00  8.97410E-01  1.00000E+00  1.48587E-09  3.99083E-10            V  0.00000E+00  4.56501E-03  1.01977E-03  7.75987E-01  2.22993E-01            L  5.38606E-01  0.00000E+00  3.12685E-03  4.80225E-01  5.16648E-01           S2  0.00000E+00  9.80254E-02  9.44508E-01  1.48697E-02  4.06225E-02          ICE  8.70314E-03  0.00000E+00  1.00000E+00  1.49886E-09  4.02572E-10  5.89119E-15  5.49330E-09       0       0       0       0       0  3.73347E-07  9.28191E-10  2.34961E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73832E+02  6.96094E+05           S1  0.00000E+00  0.00000E+00  8.85982E-01  1.14018E-01  0.00000E+00            L  0.00000E+00  8.97853E-01  1.00000E+00  1.48208E-09  4.01102E-10            V  0.00000E+00  4.59099E-03  1.01525E-03  7.74544E-01  2.24440E-01            L  5.28973E-01  0.00000E+00  3.10650E-03  4.78449E-01  5.18444E-01           S2  0.00000E+00  9.75563E-02  9.44507E-01  1.48025E-02  4.06903E-02          ICE  9.30663E-03  0.00000E+00  1.00000E+00  1.49594E-09  4.04852E-10  4.68141E-15  5.40375E-09       0       0       0       0       0  3.66691E-07  9.10956E-10  2.34727E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73894E+02  7.03055E+05           S1  0.00000E+00  0.00000E+00  8.85976E-01  1.14024E-01  0.00000E+00            L  0.00000E+00  8.98295E-01  1.00000E+00  1.47827E-09  4.03115E-10            V  0.00000E+00  4.61695E-03  1.01075E-03  7.73097E-01  2.25892E-01            L  5.19353E-01  0.00000E+00  3.08631E-03  4.76679E-01  5.20234E-01           S2  0.00000E+00  9.70876E-02  9.44507E-01  1.47356E-02  4.07577E-02          ICE  9.90890E-03  0.00000E+00  1.00000E+00  1.49299E-09  4.07129E-10  5.77471E-16  5.31506E-09       0       0       0       0       0  3.60135E-07  8.92180E-10  2.34495E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.73957E+02  7.10085E+05           S1  0.00000E+00  0.00000E+00  8.85971E-01  1.14029E-01  0.00000E+00            L  0.00000E+00  8.98738E-01  1.00000E+00  1.47445E-09  4.05122E-10            V  0.00000E+00  4.64289E-03  1.00627E-03  7.71646E-01  2.27347E-01            L  5.09746E-01  0.00000E+00  3.06625E-03  4.74915E-01  5.22018E-01           S2  0.00000E+00  9.66192E-02  9.44506E-01  1.46692E-02  4.08247E-02          ICE  1.05099E-02  0.00000E+00  1.00000E+00  1.49003E-09  4.09402E-10  7.54415E-15  5.22750E-09       0       0       0       0       0  3.53679E-07  8.73746E-10  2.34264E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74019E+02  7.17186E+05           S1  0.00000E+00  0.00000E+00  8.85966E-01  1.14034E-01  0.00000E+00            L  0.00000E+00  8.99180E-01  1.00000E+00  1.47062E-09  4.07123E-10            V  0.00000E+00  4.66882E-03  1.00180E-03  7.70191E-01  2.28807E-01            L  5.00153E-01  0.00000E+00  3.04634E-03  4.73158E-01  5.23796E-01           S2  0.00000E+00  9.61510E-02  9.44506E-01  1.46032E-02  4.08913E-02          ICE  1.11097E-02  0.00000E+00  1.00000E+00  1.48705E-09  4.11672E-10  7.16680E-15  5.14109E-09       0       0       0       0       0  3.47319E-07  8.56382E-10  2.34035E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74082E+02  7.24358E+05           S1  0.00000E+00  0.00000E+00  8.85961E-01  1.14039E-01  0.00000E+00            L  0.00000E+00  8.99622E-01  1.00000E+00  1.46678E-09  4.09119E-10            V  0.00000E+00  4.69475E-03  9.97355E-04  7.68732E-01  2.30271E-01            L  4.90574E-01  0.00000E+00  3.02658E-03  4.71406E-01  5.25567E-01           S2  0.00000E+00  9.56830E-02  9.44505E-01  1.45376E-02  4.09575E-02          ICE  1.17082E-02  0.00000E+00  1.00000E+00  1.48405E-09  4.13937E-10  5.50536E-15  5.05588E-09       0       0       0       0       0  3.41057E-07  8.39604E-10  2.33807E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74144E+02  7.31602E+05           S1  0.00000E+00  0.00000E+00  8.85956E-01  1.14044E-01  0.00000E+00            L  0.00000E+00  9.00064E-01  1.00000E+00  1.46292E-09  4.11108E-10            V  0.00000E+00  4.72066E-03  9.92926E-04  7.67269E-01  2.31738E-01            L  4.81010E-01  0.00000E+00  3.00696E-03  4.69661E-01  5.27332E-01           S2  0.00000E+00  9.52153E-02  9.44504E-01  1.44723E-02  4.10233E-02          ICE  1.23055E-02  0.00000E+00  1.00000E+00  1.48103E-09  4.16198E-10  1.41602E-14  4.97181E-09       0       0       0       0       0  3.34889E-07  8.23960E-10  2.33581E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74206E+02  7.38918E+05           S1  0.00000E+00  0.00000E+00  8.85950E-01  1.14050E-01  0.00000E+00            L  0.00000E+00  9.00506E-01  1.00000E+00  1.45905E-09  4.13090E-10            V  0.00000E+00  4.74656E-03  9.88516E-04  7.65801E-01  2.33210E-01            L  4.71460E-01  0.00000E+00  2.98748E-03  4.67922E-01  5.29091E-01           S2  0.00000E+00  9.47476E-02  9.44504E-01  1.44075E-02  4.10887E-02          ICE  1.29015E-02  0.00000E+00  1.00000E+00  1.47799E-09  4.18454E-10  5.09356E-15  4.88864E-09       0       0       0       0       0  3.28818E-07  8.06623E-10  2.33356E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74268E+02  7.46307E+05           S1  0.00000E+00  0.00000E+00  8.85945E-01  1.14055E-01  0.00000E+00            L  0.00000E+00  9.00947E-01  1.00000E+00  1.45516E-09  4.15066E-10            V  0.00000E+00  4.77246E-03  9.84124E-04  7.64330E-01  2.34686E-01            L  4.61924E-01  0.00000E+00  2.96815E-03  4.66189E-01  5.30843E-01           S2  0.00000E+00  9.42801E-02  9.44503E-01  1.43431E-02  4.11536E-02          ICE  1.34962E-02  0.00000E+00  1.00000E+00  1.47493E-09  4.20706E-10  1.57409E-15  4.80648E-09       0       0       0       0       0  3.22839E-07  7.89747E-10  2.33132E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74329E+02  7.53770E+05           S1  0.00000E+00  0.00000E+00  8.85940E-01  1.14060E-01  0.00000E+00            L  0.00000E+00  9.01389E-01  1.00000E+00  1.45126E-09  4.17035E-10            V  0.00000E+00  4.79836E-03  9.79751E-04  7.62854E-01  2.36166E-01            L  4.52403E-01  0.00000E+00  2.94895E-03  4.64463E-01  5.32589E-01           S2  0.00000E+00  9.38127E-02  9.44503E-01  1.42790E-02  4.12182E-02          ICE  1.40896E-02  0.00000E+00  1.00000E+00  1.47186E-09  4.22953E-10  4.65782E-15  4.72546E-09       0       0       0       0       0  3.16954E-07  7.73307E-10  2.32910E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74391E+02  7.61308E+05           S1  0.00000E+00  0.00000E+00  8.85935E-01  1.14065E-01  0.00000E+00            L  0.00000E+00  9.01831E-01  1.00000E+00  1.44735E-09  4.18997E-10            V  0.00000E+00  4.82425E-03  9.75396E-04  7.61374E-01  2.37650E-01            L  4.42897E-01  0.00000E+00  2.92990E-03  4.62742E-01  5.34328E-01           S2  0.00000E+00  9.33452E-02  9.44502E-01  1.42154E-02  4.12824E-02          ICE  1.46817E-02  0.00000E+00  1.00000E+00  1.46876E-09  4.25194E-10  8.79364E-15  4.64575E-09       0       0       0       0       0  3.11159E-07  7.58982E-10  2.32689E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74453E+02  7.68921E+05           S1  0.00000E+00  0.00000E+00  8.85930E-01  1.14070E-01  0.00000E+00            L  0.00000E+00  9.02272E-01  1.00000E+00  1.44343E-09  4.20951E-10            V  0.00000E+00  4.85015E-03  9.71059E-04  7.59891E-01  2.39138E-01            L  4.33407E-01  0.00000E+00  2.91099E-03  4.61028E-01  5.36061E-01           S2  0.00000E+00  9.28778E-02  9.44502E-01  1.41521E-02  4.13462E-02          ICE  1.52725E-02  0.00000E+00  1.00000E+00  1.46564E-09  4.27429E-10  2.53176E-14  4.56690E-09       0       0       0       0       0  3.05455E-07  7.43323E-10  2.32468E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74514E+02  7.76610E+05           S1  0.00000E+00  0.00000E+00  8.85925E-01  1.14075E-01  0.00000E+00            L  0.00000E+00  9.02714E-01  1.00000E+00  1.43949E-09  4.22898E-10            V  0.00000E+00  4.87605E-03  9.66741E-04  7.58403E-01  2.40631E-01            L  4.23932E-01  0.00000E+00  2.89222E-03  4.59321E-01  5.37787E-01           S2  0.00000E+00  9.24104E-02  9.44501E-01  1.40892E-02  4.14096E-02          ICE  1.58620E-02  0.00000E+00  1.00000E+00  1.46251E-09  4.29659E-10  7.52608E-15  4.48929E-09       0       0       0       0       0  2.99840E-07  7.29285E-10  2.32249E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74575E+02  7.84376E+05           S1  0.00000E+00  0.00000E+00  8.85920E-01  1.14080E-01  0.00000E+00            L  0.00000E+00  9.03155E-01  1.00000E+00  1.43554E-09  4.24837E-10            V  0.00000E+00  4.90195E-03  9.62441E-04  7.56911E-01  2.42127E-01            L  4.14472E-01  0.00000E+00  2.87359E-03  4.57620E-01  5.39506E-01           S2  0.00000E+00  9.19429E-02  9.44501E-01  1.40267E-02  4.14726E-02          ICE  1.64501E-02  0.00000E+00  1.00000E+00  1.45935E-09  4.31883E-10  1.23608E-14  4.41275E-09       0       0       0       0       0  2.94314E-07  7.15630E-10  2.32031E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74636E+02  7.92220E+05           S1  0.00000E+00  0.00000E+00  8.85915E-01  1.14085E-01  0.00000E+00            L  0.00000E+00  9.03597E-01  1.00000E+00  1.43158E-09  4.26767E-10            V  0.00000E+00  4.92786E-03  9.58160E-04  7.55415E-01  2.43627E-01            L  4.05029E-01  0.00000E+00  2.85510E-03  4.55925E-01  5.41220E-01           S2  0.00000E+00  9.14753E-02  9.44500E-01  1.39646E-02  4.15352E-02          ICE  1.70369E-02  0.00000E+00  1.00000E+00  1.45618E-09  4.34100E-10  1.88739E-15  4.33705E-09       0       0       0       0       0  2.88876E-07  7.00556E-10  2.31813E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74697E+02  8.00142E+05           S1  0.00000E+00  0.00000E+00  8.85910E-01  1.14090E-01  0.00000E+00            L  0.00000E+00  9.04039E-01  1.00000E+00  1.42760E-09  4.28690E-10            V  0.00000E+00  4.95378E-03  9.53897E-04  7.53915E-01  2.45131E-01            L  3.95602E-01  0.00000E+00  2.83675E-03  4.54237E-01  5.42926E-01           S2  0.00000E+00  9.10075E-02  9.44500E-01  1.39029E-02  4.15974E-02          ICE  1.76224E-02  0.00000E+00  1.00000E+00  1.45298E-09  4.36311E-10  1.09769E-14  4.26247E-09       0       0       0       0       0  2.83523E-07  6.87339E-10  2.31597E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74758E+02  8.08144E+05           S1  0.00000E+00  0.00000E+00  8.85905E-01  1.14095E-01  0.00000E+00            L  0.00000E+00  9.04481E-01  1.00000E+00  1.42361E-09  4.30603E-10            V  0.00000E+00  4.97971E-03  9.49653E-04  7.52411E-01  2.46639E-01            L  3.86191E-01  0.00000E+00  2.81853E-03  4.52555E-01  5.44626E-01           S2  0.00000E+00  9.05396E-02  9.44499E-01  1.38416E-02  4.16592E-02          ICE  1.82065E-02  0.00000E+00  1.00000E+00  1.44977E-09  4.38515E-10  4.84846E-15  4.18905E-09       0       0       0       0       0  2.78256E-07  6.74079E-10  2.31381E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74818E+02  8.16225E+05           S1  0.00000E+00  0.00000E+00  8.85901E-01  1.14099E-01  0.00000E+00            L  0.00000E+00  9.04923E-01  1.00000E+00  1.41961E-09  4.32508E-10            V  0.00000E+00  5.00565E-03  9.45426E-04  7.50903E-01  2.48151E-01            L  3.76797E-01  0.00000E+00  2.80045E-03  4.50880E-01  5.46319E-01           S2  0.00000E+00  9.00714E-02  9.44499E-01  1.37806E-02  4.17207E-02          ICE  1.87892E-02  0.00000E+00  1.00000E+00  1.44654E-09  4.40711E-10  5.34956E-15  4.11660E-09       0       0       0       0       0  2.73074E-07  6.61052E-10  2.31166E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74879E+02  8.24387E+05           S1  0.00000E+00  0.00000E+00  8.85896E-01  1.14104E-01  0.00000E+00            L  0.00000E+00  9.05365E-01  1.00000E+00  1.41559E-09  4.34404E-10            V  0.00000E+00  5.03161E-03  9.41219E-04  7.49391E-01  2.49667E-01            L  3.67420E-01  0.00000E+00  2.78251E-03  4.49212E-01  5.48006E-01           S2  0.00000E+00  8.96030E-02  9.44498E-01  1.37200E-02  4.17817E-02          ICE  1.93706E-02  0.00000E+00  1.00000E+00  1.44328E-09  4.42901E-10  8.28086E-15  4.04549E-09       0       0       0       0       0  2.67973E-07  6.50984E-10  2.30952E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74939E+02  8.32631E+05           S1  0.00000E+00  0.00000E+00  8.85891E-01  1.14109E-01  0.00000E+00            L  0.00000E+00  9.05808E-01  1.00000E+00  1.41157E-09  4.36290E-10            V  0.00000E+00  5.05758E-03  9.37029E-04  7.47875E-01  2.51188E-01            L  3.58060E-01  0.00000E+00  2.76471E-03  4.47550E-01  5.49686E-01           S2  0.00000E+00  8.91344E-02  9.44498E-01  1.36598E-02  4.18424E-02          ICE  1.99505E-02  0.00000E+00  1.00000E+00  1.44001E-09  4.45082E-10  1.42779E-15  3.97510E-09       0       0       0       0       0  2.62956E-07  6.38533E-10  2.30738E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.74999E+02  8.40957E+05           S1  0.00000E+00  0.00000E+00  8.85886E-01  1.14114E-01  0.00000E+00            L  0.00000E+00  9.06251E-01  1.00000E+00  1.40752E-09  4.38167E-10            V  0.00000E+00  5.08357E-03  9.32858E-04  7.46355E-01  2.52712E-01            L  3.48717E-01  0.00000E+00  2.74704E-03  4.45894E-01  5.51359E-01           S2  0.00000E+00  8.86654E-02  9.44497E-01  1.36000E-02  4.19027E-02          ICE  2.05291E-02  0.00000E+00  1.00000E+00  1.43672E-09  4.47256E-10  7.84182E-15  3.90589E-09       0       0       0       0       0  2.58019E-07  6.28259E-10  2.30525E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.75059E+02  8.49367E+05           S1  0.00000E+00  0.00000E+00  8.85881E-01  1.14119E-01  0.00000E+00            L  0.00000E+00  9.06694E-01  1.00000E+00  1.40347E-09  4.40035E-10            V  0.00000E+00  5.10958E-03  9.28706E-04  7.44832E-01  2.54240E-01            L  3.39392E-01  0.00000E+00  2.72950E-03  4.44246E-01  5.53025E-01           S2  0.00000E+00  8.81961E-02  9.44497E-01  1.35405E-02  4.19627E-02          ICE  2.11062E-02  0.00000E+00  1.00000E+00  1.43341E-09  4.49421E-10  8.29511E-15  3.83779E-09       0       0       0       0       0  2.53162E-07  6.18860E-10  2.30312E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.75119E+02  8.57861E+05           S1  0.00000E+00  0.00000E+00  8.85877E-01  1.14123E-01  0.00000E+00            L  0.00000E+00  9.07138E-01  1.00000E+00  1.39940E-09  4.41892E-10            V  0.00000E+00  5.13562E-03  9.24571E-04  7.43304E-01  2.55772E-01            L  3.30085E-01  0.00000E+00  2.71210E-03  4.42604E-01  5.54684E-01           S2  0.00000E+00  8.77263E-02  9.44496E-01  1.34814E-02  4.20222E-02          ICE  2.16819E-02  0.00000E+00  1.00000E+00  1.43008E-09  4.51577E-10  9.84364E-15  3.77053E-09       0       0       0       0       0  2.48386E-07  6.07873E-10  2.30100E-02  
  9.90000E-01  5.00000E-03  5.00000E-03      5  2.75179E+02  8.66439E+05           S1  0.00000E+00  0.00000E+00  8.85872E-01  1.14128E-01  0.00000E+00            L  0.00000E+00  9.07582E-01  1.00000E+00  1.39532E-09  4.43738E-10            V  0.00000E+00  5.16168E-03  9.20456E-04  7.41772E-01  2.57308E-01            L  3.20796E-01  0.00000E+00  2.69484E-03  4.40968E-01  5.56337E-01           S2  0.00000E+00  8.72562E-02  9.44496E-01  1.34227E-02  4.20814E-02          ICE  2.22562E-02  0.00000E+00  1.00000E+00  1.42672E-09  4.53725E-10  1.21542E-14  3.70442E-09       0       0       0       0       0  2.43687E-07  5.98736E-10  2.29887E-02  
